novel_id,title,title_eng,synopsis,type,n_chapters,authors,genres,n_volumes,status,score,scored_by,popularty,favorites,year_start,year_finnish,image
132102,"Futago no Ane ga Miko toshite Hikitorarete, Watashi wa Suterareta kedo Tabun Watashi ga Miko de Aru.",,"Lerunda has always been treated unfairly, constantly compared to her twin sister, whose personality is bright and beautiful. One day Lerunda was thrown away into the forest, abandoned by her parents when her sister was taken over to the Great Temple as a child... In disappointment, the strongest monster Griffon in the forest and a Sky Horse helped her lonely person... (Source: Kadokawa, translated)",Light Novel,,"Kat,Ikenaka Orina",Fantasy,,Publishing,,,50890,0,2019.0,,https://cdn.myanimelist.net/images/manga/3/240194.jpg
93226,Hakui no Gensoujutsushi to Kurogane no Harmonica,,"Looking for information on the light novel Hakui no Gensoujutsushi to Kurogane no Harmonica? Find out more with MyAnimeList, the world's most active online anime and manga community and database.",Light Novel,15.0,"Fujitani Aru,Yone","Action,Supernatural,School",2.0,Finished,,,54817,0,2010.0,2011.0,https://cdn.myanimelist.net/images/manga/1/164707.jpg
93221,Seraphim Zone,,"Looking for information on the light novel Seraphim Zone? Find out more with MyAnimeList, the world's most active online anime and manga community and database.",Light Novel,,"Sakaki Ichirou,BLADE",Sci-Fi,,Publishing,,,59916,0,2015.0,,https://cdn.myanimelist.net/images/manga/2/169602.jpg
131914,Ookami wa Nemuranai,,"One-eyed Wolf Lecan is a skilled adventurer who has conquered many dungeons all over the world. He had been going solo for a long time, but in the last three years, he's had a partner. That partner jumps into the black hole together with Lecan, and both go their separate ways as they fall into another world. Dungeons and magical beasts also exist in that world. After learning the native language, Lecan goes on a journey. Meeting a good teacher, Lecan studies medicine making and magic under that teacher, and begins his dungeon explorations for real. (Source: Sousetsuka)",Light Novel,,"Shienbis,Taga Kiichi","Action,Adventure,Fantasy,Isekai",,Publishing,,,33117,4,2019.0,,https://cdn.myanimelist.net/images/manga/1/253500.jpg
93220,Little Busters!,,"Riki was a child when his parents died, leaving him hopeless and depressed. What saved him was a group of four kids calling themselves the Little Busters. They took Riki out and played with him during his time of need. He really enjoyed being together with them, and his grief gradually faded away. Now in his second year of high school they still hang out, fight and live together, and enjoy their school life.",Light Novel,,"ZEN,Shimizu Mariko","Comedy,Romance,Slice of Life,School",,Publishing,,,28323,4,2013.0,,https://cdn.myanimelist.net/images/manga/2/164823.jpg
93216,Jonpei to Boku to,,"Looking for information on the light novel Jonpei to Boku to? Find out more with MyAnimeList, the world's most active online anime and manga community and database.",Light Novel,21.0,"Kagaku Onishi,Ginpachi","Drama,School",4.0,Finished,,,64376,0,2006.0,2007.0,https://cdn.myanimelist.net/images/manga/2/164660.jpg
131850,"Class de Ichiban no Kanojo, Jitsu wa Bocchi no Ore no Kanojo desu",,"Seiji Shinomiya, a self-described loner who thinks that youth is a pain, and Kotone Kanzaki, an unobtainable flower who has the best grades in their year and is also a model. The two of them, who absolutely never interact in class, have a secret: they are actually secretly going out, and nobody knows it. When this boyfriend who doesn't know how to depend on others and girlfriend who wants to be spoiled are together, they're able to be their true selves. Eating lunch together in the Literature Club room, using the rain as an excuse to have a sleepover date, secretly embracing each other behind the gym... They're distant in class, but when together, they're close. (Source: Kadokawa, translated)",Light Novel,,"Nanahoshi Hotaru,Mafuyu Shima","Comedy,Romance,School",,Publishing,,,27283,4,2020.0,,https://cdn.myanimelist.net/images/manga/2/238422.jpg
93215,Soukou Shoujo wa Osuki desu ka?,Armor Girl,"Looking for information on the light novel Soukou Shoujo wa Osuki desu ka? (Armor Girl)? Find out more with MyAnimeList, the world's most active online anime and manga community and database.",Light Novel,,"Ani,Ariga Ichizen","Comedy,Romance,Sci-Fi,Ecchi",3.0,Finished,,,58640,0,2013.0,2014.0,https://cdn.myanimelist.net/images/manga/3/164658.jpg
93205,Harem e no Kiyoku Tadashiki Route,His noble and righteous route to the Harem,"Looking for information on the light novel Harem e no Kiyoku Tadashiki Route (His noble and righteous route to the Harem)? Find out more with MyAnimeList, the world's most active online anime and manga community and database.",Light Novel,,"Nomura Mizuki,Takeoka Miho","Comedy,Fantasy,Harem",,Publishing,,,48324,0,2015.0,,https://cdn.myanimelist.net/images/manga/1/170550.jpg
93187,Kenja no Tsurugi,Sword of Philosopher,"Looking for information on the light novel Kenja no Tsurugi (Sword of Philosopher)? Find out more with MyAnimeList, the world's most active online anime and manga community and database.",Light Novel,,"Sarachi Yomi,Hiyama Junki","Action,Fantasy",,Publishing,,,40355,0,2015.0,,https://cdn.myanimelist.net/images/manga/3/164596.jpg
93125,Kohaku no Riddle,Riddle the Guardian of Amber,"Looking for information on the light novel Kohaku no Riddle (Riddle the Guardian of Amber)? Find out more with MyAnimeList, the world's most active online anime and manga community and database.",Light Novel,41.0,"Ishizue Kachiru,Shinohara Miki","Fantasy,Mystery",5.0,Finished,,,49444,0,2015.0,2018.0,https://cdn.myanimelist.net/images/manga/1/171923.jpg
143421,Nishuume no Boku wa Kimi to Koi wo Suru,I of Second Round Fall in Love with You...,"In the summer of my third year of high school, Matsuri Tokiwa went missing. She was the first girl I ever fell in love with. I turned twenty, still unable to accept the harsh reality, when for some reason time turned back to the spring of two year ago. While savoring the joy of being able to see her like it's only natural, I confessed, went on dates, and did things that I would never have done the first time... But summer is my time limit. Does she have an idea of why she disappeared? I don't want to lose her again. (Source: Kadokawa, translated)",Light Novel,11.0,"Mizuchi Shiki,Kazuharu Kina","Drama,Romance,School,Time Travel",1.0,Finished,,,49261,0,2017.0,,https://cdn.myanimelist.net/images/manga/3/254666.jpg
140542,Akuyaku Reijou wa Ringoku no Outaishi ni Dekiai sareru,,"With her engagement annulled, Tiararose was supposed to have been exiled from the country. ""This is the otome game I played!"" She realized on the day before the story's ending. Is waiting for my conviction the only thing I can do? But I did not do anything too cruel... Thinking so, the ending proceeds. However, during the judgement, something that was not possible in the game happened. Tiararose was proposed to by the crown prince of the neighboring country. (Source: Shousetsuka ni Narou, translated)",Light Novel,,"Naruse Yamabuki,Punichan","Fantasy,Romance,Villainess",,Publishing,,,41908,1,2016.0,,https://cdn.myanimelist.net/images/manga/1/250553.jpg
131723,Kyuukyoku Shinka shita Full Dive RPG ga Genjitsu yori mo Kusoge Dattara,,"In an unexpected turn of events, dull high school student Hiro Yuuki obtains the full dive role-playing game Kiwame Quest. Created by the best of technology, the game claims to take ""reality to its extremes,"" from stunning graphics, NPCs' behavior, to the scent of vegetation, and even the sensation of wind brushing against the skin—everything was the result of an ultimate workmanship. Except, the game is a little too realistic and messy to clear. Kiwame Quest features over ten quadrillion flags and reflects the players' real-life physical abilities in the game. Being hit in the game also hurts in real life and slash wounds take days to heal. The only reward here is the sense of accomplishment. Conquer the most stressful game in history that can't be played casually! (Source: MAL News)",Light Novel,,"Youta,Tuchihi Light","Action,Comedy,Fantasy,Video Game",,Publishing,,,12840,11,2020.0,,https://cdn.myanimelist.net/images/manga/2/238073.jpg
93124,Norowareta Koutei to Hyakuninme no Hanayome,,"Looking for information on the light novel Norowareta Koutei to Hyakuninme no Hanayome? Find out more with MyAnimeList, the world's most active online anime and manga community and database.",Light Novel,,"Kumano Yuzuko,Aoki Anne",Romance,1.0,Finished,,,61248,0,2015.0,,https://cdn.myanimelist.net/images/manga/3/167589.jpg
87789,Piano-hime wa Mitsuyo ni Aegu: Koushaku to Kawareta Hanayome,,"Looking for information on the light novel Piano-hime wa Mitsuyo ni Aegu: Koushaku to Kawareta Hanayome? Find out more with MyAnimeList, the world's most active online anime and manga community and database.",Light Novel,,"Sugahara Ryuu,Saiou Kotori",Romance,1.0,Finished,,,63934,0,2012.0,,https://cdn.myanimelist.net/images/manga/3/153358.jpg
93091,"Omae wo Otaku ni Shiteyaru kara, Ore wo Riajuu ni Shitekure!: Azuki End",,"Looking for information on the light novel Omae wo Otaku ni Shiteyaru kara, Ore wo Riajuu ni Shitekure!: Azuki End? Find out more with MyAnimeList, the world's most active online anime and manga community and database.",Light Novel,7.0,"Murakami Rin,Anapon","Comedy,Romance,School",1.0,Finished,,,40187,0,2014.0,,https://cdn.myanimelist.net/images/manga/3/171922.jpg
87787,Gothic Erotica,,"Looking for information on the light novel Gothic Erotica? Find out more with MyAnimeList, the world's most active online anime and manga community and database.",Light Novel,7.0,"Sugahara Ryuu,Tsukimiya Sakura",Romance,1.0,Finished,,,53922,0,2010.0,,https://cdn.myanimelist.net/images/manga/2/181722.jpg
87784,Koutei wa Hana ni Oboreru: Koukyuu Koimonogatari,,"Looking for information on the light novel Koutei wa Hana ni Oboreru: Koukyuu Koimonogatari? Find out more with MyAnimeList, the world's most active online anime and manga community and database.",Light Novel,,"Sugahara Ryuu,Asagi Miho",Romance,1.0,Finished,,,62752,0,2012.0,,https://cdn.myanimelist.net/images/manga/1/153350.jpg
131497,Hokuou Kizoku to Moukinzuma no Yukiguni Karigurashi,,"This story tells the life of two people, a noble only in name and an older wife from the army, married through a tentative agreement. In the bone-chilling cold, they spend their time hunting, gutting, and cooking by the fireplace. Their daily life passes peacefully. This is the warm love story recounting their daily lives. (Source: Shousetsuka ni Narou, translated)",Light Novel,121.0,"Emoto Mashimesa,Akaneko","Romance,Slice of Life",4.0,Finished,,,38442,3,2015.0,2016.0,https://cdn.myanimelist.net/images/manga/3/255749.jpg
93073,Deban desu yo! Kaguya-sama,,"Looking for information on the light novel Deban desu yo! Kaguya-sama? Find out more with MyAnimeList, the world's most active online anime and manga community and database.",Light Novel,,"Aisora Manta,Pulp Piroshi","Comedy,Supernatural",,Publishing,,,34619,11,2015.0,,https://cdn.myanimelist.net/images/manga/2/175722.jpg
87783,Shuuchaku Ouji no Amai Sokubaku: Houseki to Hitomishiri Otome,,"Looking for information on the light novel Shuuchaku Ouji no Amai Sokubaku: Houseki to Hitomishiri Otome? Find out more with MyAnimeList, the world's most active online anime and manga community and database.",Light Novel,,"Sugahara Ryuu,TAMAMI",Romance,1.0,Finished,,,63102,0,2014.0,,https://cdn.myanimelist.net/images/manga/3/153349.jpg
93071,Kabushiki Joujou wo Mezashite Daihyou Torishimariyaku Oniichan ni Shuunin Itashimashita,,"Looking for information on the light novel Kabushiki Joujou wo Mezashite Daihyou Torishimariyaku Oniichan ni Shuunin Itashimashita? Find out more with MyAnimeList, the world's most active online anime and manga community and database.",Light Novel,8.0,"Yoshizawa Megane,Haranaka Satoshi",Comedy,1.0,Finished,,,56428,0,2015.0,,https://cdn.myanimelist.net/images/manga/3/165422.jpg
87780,Koibito wa Oresama Sakka!?,,"Looking for information on the light novel Koibito wa Oresama Sakka!?? Find out more with MyAnimeList, the world's most active online anime and manga community and database.",Light Novel,,"Sugahara Ryuu,Yuhi Maki",Romance,1.0,Finished,,,63534,0,2013.0,,https://cdn.myanimelist.net/images/manga/1/153346.jpg
131230,"Watashi ga Seijo? Iie, Akuyaku Reijou desu!: Seizon Route Mezashitara Naze ka Seijo ni Natteshimaisou na Ken","As The Villainess, I Reject These Happy-Bad Endings!","Iris has awoken as the villainess in the world of her favorite otome game. But not just ANY otome game—one with nothing but bittersweet ""Happy-Bad"" Endings! If the heroine hooks up with one of her problematic love interests, the rest of the world is doomed... but if she fails, it's the villainess who will pay with her life! Fortunately, Iris has time on her side. All she has to do is set things up so that the heroine won't go down those routes! Be it curing a fatal disease or re-parenting her possessive twin brother, she'll do whatever it takes to reject these Happy-Bad Endings! (Source: Cross Infinite World)",Light Novel,36.0,"Futaba Haduki,Aiue Iota","Fantasy,Romance,Villainess",2.0,Finished,,,35397,0,2020.0,2021.0,https://cdn.myanimelist.net/images/manga/3/245130.jpg
93069,Shuumatsu Sekai no Spell Breaker,,"Looking for information on the light novel Shuumatsu Sekai no Spell Breaker? Find out more with MyAnimeList, the world's most active online anime and manga community and database.",Light Novel,14.0,"Takahashi Bisui,Shindou Arata",Fantasy,2.0,Finished,,,53291,0,2015.0,2016.0,https://cdn.myanimelist.net/images/manga/2/197001.jpg
87779,Tenyuu no Kira-hime,,"Looking for information on the light novel Tenyuu no Kira-hime? Find out more with MyAnimeList, the world's most active online anime and manga community and database.",Light Novel,8.0,"Sugahara Ryuu,Serina Rise",Romance,1.0,Finished,,,64291,0,2013.0,,https://cdn.myanimelist.net/images/manga/2/153345.jpg
93058,Marginal Operation: Kuuhaku no Ichinen,,"A side story detailing the events of a blank one year period before Japan arc, told from Djibril's point of view.",Light Novel,19.0,"Shibamura Yuri,Shizuma Yoshinori","Action,Military",2.0,Finished,,,43894,0,2015.0,2016.0,https://cdn.myanimelist.net/images/manga/2/164168.jpg
87777,Koisuru Diet,,"Looking for information on the light novel Koisuru Diet? Find out more with MyAnimeList, the world's most active online anime and manga community and database.",Light Novel,,"Sugahara Ryuu,Yuhi Maki",Romance,1.0,Finished,,,61172,0,2014.0,,https://cdn.myanimelist.net/images/manga/2/153342.jpg
140518,"""Zutto Tomodachi de Ite ne"" to Itteita Onna Tomodachi ga Tomodachi ja Nakunaru made","This Is the Memory Until the Girl Who Said ""Please Be My Friend Forever,"" Is No Longer My Friend.","Your game friend, whom you mistook for a man, is actually a shy girl with a complex over her white hair?! A frustrating coming-of-age love comedy about a reclusive girl! ""Schwarz was a girl...?"" Yuuma and Schwarz are partners in an online game. But when they meet face to face in real life...he finds out that ""he"" is a shy girl! They decided to try making friends for her, who has never been able to because of her naturally white hair complex. He attempts to avoid betraying her by trusting her ""as a friend,"" but the unconscious and intimate skinship gradually makes him aware of her as the opposite sex. A sweet and frustrating coming-of-age story is intertwined with a shy, white-haired beauty in this story. (Source: SB Creative Corp, translated)",Light Novel,,"Iwatsuka Izuka,maruma","Comedy,Romance,School",,Publishing,,,30442,6,2021.0,,https://cdn.myanimelist.net/images/manga/2/253589.jpg
136656,Ore ga Love Comedy Kanojo wo Zettai ni Ubaitoru made.,,"Looking for information on the light novel Ore ga Love Comedy Kanojo wo Zettai ni Ubaitoru made.? Find out more with MyAnimeList, the world's most active online anime and manga community and database.",Light Novel,,"Konbu Wakame,Tozuka Riku","Comedy,Romance,School",,Publishing,,,39801,0,2020.0,,https://cdn.myanimelist.net/images/manga/3/248770.jpg
93054,Sei Luminous Jogakuin,St. Luminous mission high school,"Kaihei is a rather normal high school student but soon discovers that his deceased grandfather has left him the chairman position of his all-girls high school, St. Luminous Mission High School. Besides being the only male student on campus, he is also now the young chairman in charge of campus rules, happenings and punishments. When Kaihei arrives however, it seems a student has gone missing. Kaihei, along with his closest friends, are now determined to solve this mystery (without getting the local police involved) before graduation.",Light Novel,,"Aono Atsushi,Takaki Kyou","Mystery,Supernatural,Psychological",2.0,Finished,,,56343,1,1998.0,1999.0,https://cdn.myanimelist.net/images/manga/3/164145.jpg
87774,Hakushaku-sama wa Eros na Romance Shousetsuka: Takumi na Yubisaki wa Junjou-hime wo Aegasete,,"Looking for information on the light novel Hakushaku-sama wa Eros na Romance Shousetsuka: Takumi na Yubisaki wa Junjou-hime wo Aegasete? Find out more with MyAnimeList, the world's most active online anime and manga community and database.",Light Novel,11.0,"Sugahara Ryuu,Saiou Kotori",Romance,1.0,Finished,,,57957,0,2012.0,,https://cdn.myanimelist.net/images/manga/1/182916.jpg
87773,Kawareta Wedding,,"Looking for information on the light novel Kawareta Wedding? Find out more with MyAnimeList, the world's most active online anime and manga community and database.",Light Novel,6.0,"Sugahara Ryuu,Mizushima Shinobu",Romance,1.0,Finished,,,64678,0,2011.0,,https://cdn.myanimelist.net/images/manga/2/182567.jpg
93031,Ginen no Nanatsu Hime to Nanaka no Ouji,,"Looking for information on the light novel Ginen no Nanatsu Hime to Nanaka no Ouji? Find out more with MyAnimeList, the world's most active online anime and manga community and database.",Light Novel,7.0,"Teshima Fuminori,kakao",Fantasy,1.0,Finished,,,47376,0,2015.0,,https://cdn.myanimelist.net/images/manga/3/164470.jpg
87770,Netsuai: Nankoku Ouji no Cinderella,,"Looking for information on the light novel Netsuai: Nankoku Ouji no Cinderella? Find out more with MyAnimeList, the world's most active online anime and manga community and database.",Light Novel,9.0,"Sugahara Ryuu,Sawaki Riho",Romance,1.0,Finished,,,63193,0,2011.0,,https://cdn.myanimelist.net/images/manga/2/182494.jpg
93030,Isekai no Koukyuu de Koisare Aisarehime ni Narimashita,,"Looking for information on the light novel Isekai no Koukyuu de Koisare Aisarehime ni Narimashita? Find out more with MyAnimeList, the world's most active online anime and manga community and database.",Light Novel,,"Yuzuhara Tail,Naruse Yamabuki","Fantasy,Romance",1.0,Finished,,,64786,0,2015.0,,https://cdn.myanimelist.net/images/manga/3/171921.jpg
87769,Koutaishi Denka no Chouai Lesson: Ushinawareta Koushaku wa Koi wo Shiru,,"Looking for information on the light novel Koutaishi Denka no Chouai Lesson: Ushinawareta Koushaku wa Koi wo Shiru? Find out more with MyAnimeList, the world's most active online anime and manga community and database.",Light Novel,,"Sugahara Ryuu,Hanakawado Ayame",Romance,1.0,Finished,,,62751,0,2013.0,,https://cdn.myanimelist.net/images/manga/2/153329.jpg
87768,Kokuyou no Kishi Hime: Gekka no Tsurgi wa Taorarete,,"Looking for information on the light novel Kokuyou no Kishi Hime: Gekka no Tsurgi wa Taorarete? Find out more with MyAnimeList, the world's most active online anime and manga community and database.",Light Novel,,"Sugahara Ryuu,Nishio Hana",Romance,1.0,Finished,,,64677,0,2013.0,,https://cdn.myanimelist.net/images/manga/1/153328.jpg
93029,Oda Nobuna no Yabou: Azuchi Nikki,,"Looking for information on the light novel Oda Nobuna no Yabou: Azuchi Nikki? Find out more with MyAnimeList, the world's most active online anime and manga community and database.",Light Novel,,"Kasuga Mikage,Miyama-Zero","Comedy,Historical",,Publishing,,,31337,0,2015.0,,https://cdn.myanimelist.net/images/manga/1/164533.jpg
87767,Tsuki no Ou to Kami no Houseki: Sheikh no Ryakudatsuai,,"Looking for information on the light novel Tsuki no Ou to Kami no Houseki: Sheikh no Ryakudatsuai? Find out more with MyAnimeList, the world's most active online anime and manga community and database.",Light Novel,8.0,"Sugahara Ryuu,Tachikoshi Mio",Romance,1.0,Finished,,,58571,0,2013.0,,https://cdn.myanimelist.net/images/manga/3/153327.jpg
131059,Yokohama-eki SF,Yokohama Station SF,"In a future where Yokohama Station covers most of the island of Honshu, there are two ways of life-inside the station and outside. Life within the station is strictly controlled, and those who fail to follow the rules are expelled to the harsher world outside. When one of these exiles receives a temporary ticket to go into the station, he's also given a mission to find the leader of a group determined to free humanity. (Source: Yen Press)",Light Novel,13.0,"Tanaka Tatsuyuki,Isukari Yuba",Sci-Fi,2.0,Finished,,,28196,1,2016.0,2017.0,https://cdn.myanimelist.net/images/manga/2/241528.jpg
87765,Shuuai: Kago no Naka no Hanayome,,"Looking for information on the light novel Shuuai: Kago no Naka no Hanayome? Find out more with MyAnimeList, the world's most active online anime and manga community and database.",Light Novel,7.0,"Sugahara Ryuu,Sawaki Riho",Romance,1.0,Finished,,,64290,0,2012.0,,https://cdn.myanimelist.net/images/manga/3/153325.jpg
87761,Aira Series,,"Looking for information on the light novel Aira Series? Find out more with MyAnimeList, the world's most active online anime and manga community and database.",Light Novel,31.0,"Sugahara Ryuu,Yoshida Tamaki","Fantasy,Romance",3.0,Finished,,,57763,0,2013.0,2013.0,https://cdn.myanimelist.net/images/manga/2/155720.jpg
87760,Ori Miko: Kuruwashi no Bikou,,"Looking for information on the light novel Ori Miko: Kuruwashi no Bikou? Find out more with MyAnimeList, the world's most active online anime and manga community and database.",Light Novel,8.0,"Sugahara Ryuu,Yuzuhara Tail",Romance,1.0,Finished,,,63101,0,2014.0,,https://cdn.myanimelist.net/images/manga/1/182868.jpg
130978,Tensei Shoujo wa Mazu Ippo kara Hajimetai,Taking My Reincarnation One Step at a Time: No One Told Me There Would Be Monsters!,"Even as a working adult, Sarasa Ichinokura suffers from an unshakable fatigue that's plagued her since childhood. She goes to bed one night, exhausted from her office job, and encounters a goddess(?) who informs her that her perpetual lack of energy is actually due to a deficit of ""mana."" Then, without any further explanation or time to process what's happening to her, Sarasa is thrust into a fantasy world! She awakens in the body of a ten-year-old girl in a strange land filled with flying beasts and oversized wolves. She accordingly prepares for the worst, but a monster hunter named Nelly takes her in. The hitch is...now that Sarasa finally has the energy to do everything she wants to, being cooped up in a cabin is just no fun! She seeks to stand on her own in this scary new world—and that's going to mean learning magic. It may be slow going, but Sarasa knows what to do—the best way to take her reincarnation is one step at a time! (Source: J-Novel Club)",Light Novel,,"Kaya,Naru","Adventure,Fantasy,Isekai,Reincarnation",,Publishing,,,34554,4,2020.0,,https://cdn.myanimelist.net/images/manga/3/237180.jpg
93026,Teitoku Ouji no Okiniiri: Omae shika Mienai,,"Looking for information on the light novel Teitoku Ouji no Okiniiri: Omae shika Mienai? Find out more with MyAnimeList, the world's most active online anime and manga community and database.",Light Novel,8.0,"Sakamoto Akira,Tenjou Anna","Fantasy,Romance",1.0,Finished,,,64769,0,2015.0,,https://cdn.myanimelist.net/images/manga/3/171920.jpg
87759,Madou Shoten no Kisho Mokuroku: Pen no Tenshi ni Akuma no Yuuwaku,Rare book list of the Grimoire store,"Looking for information on the light novel Madou Shoten no Kisho Mokuroku: Pen no Tenshi ni Akuma no Yuuwaku (Rare book list of the Grimoire store)? Find out more with MyAnimeList, the world's most active online anime and manga community and database.",Light Novel,,"Sugahara Ryuu,Kai Tooko","Fantasy,Romance",1.0,Finished,,,55103,1,2014.0,,https://cdn.myanimelist.net/images/manga/3/153319.jpg
87758,Nisemono Koushu no Koukyuu Jijou,,"Looking for information on the light novel Nisemono Koushu no Koukyuu Jijou? Find out more with MyAnimeList, the world's most active online anime and manga community and database.",Light Novel,,"Sugahara Ryuu,Amekawa Kei",Romance,3.0,Finished,,,60766,0,2013.0,2014.0,https://cdn.myanimelist.net/images/manga/3/153318.jpg
93025,Yangotonaki Hitorijime,,"Looking for information on the light novel Yangotonaki Hitorijime? Find out more with MyAnimeList, the world's most active online anime and manga community and database.",Light Novel,6.0,"Serina Rise,Tsutamori En",Romance,1.0,Finished,,,64768,0,2015.0,,https://cdn.myanimelist.net/images/manga/1/171917.jpg
87756,Hanayome wa Cinderella,,"Looking for information on the light novel Hanayome wa Cinderella? Find out more with MyAnimeList, the world's most active online anime and manga community and database.",Light Novel,6.0,"Sugahara Ryuu,Mizushima Shinobu",Romance,1.0,Finished,,,55102,0,2014.0,,https://cdn.myanimelist.net/images/manga/1/152809.jpg
143415,"Mawaru Gakuen to, Senpai to Boku: Simple Life","The School, the Senior and I","This is a romantic comedy and sometimes serious school life of Nachi (1st year), a new student with a cute face but a reckless streak, and Tsukasa (3rd year), a senior who is rumored to be the most beautiful girl in school. Nachi is constantly being pushed around by the senior he admires. In fact, Tsukasa is extremely jealous. It’s not easy to be around these two. (Source: Shousetsuka ni Narou, translated)",Light Novel,20.0,"Kazuharu Kina,Kuyou","Comedy,Romance,Slice of Life,School",3.0,Finished,,,52536,0,2018.0,2018.0,https://cdn.myanimelist.net/images/manga/3/254660.jpg
140482,Kenja no Mago: Extra Story,,"The story is set 35 years ago, before Merlin met Shin. The problem child Merlin, the talented girl Melinda, and the prodigy Kyle are all spending their high school life at Earlshide Academy. Merlin and Melinda have long been in conflict with each other, but a certain event causes them to become closer...? (Source: Kadokawa, translated)",Light Novel,,"Kikuchi Seiji,Yoshioka Tsuyoshi","Action,Comedy,Fantasy",,Publishing,,,40146,1,2017.0,,https://cdn.myanimelist.net/images/manga/1/251140.jpg
87755,Shinsen no Mikohime,,"Looking for information on the light novel Shinsen no Mikohime? Find out more with MyAnimeList, the world's most active online anime and manga community and database.",Light Novel,,"Sugahara Ryuu,Serina Rise",Romance,1.0,Finished,,,63192,0,2012.0,,https://cdn.myanimelist.net/images/manga/3/152808.jpg
93020,Sora to Kyoukai no Ephyra,,"Looking for information on the light novel Sora to Kyoukai no Ephyra? Find out more with MyAnimeList, the world's most active online anime and manga community and database.",Light Novel,,"Homerun Ken,Ogura Haruka","Action,Romance",,Publishing,,,56786,0,2015.0,,https://cdn.myanimelist.net/images/manga/3/171919.jpg
87754,Akuma na Koibito,,"Looking for information on the light novel Akuma na Koibito? Find out more with MyAnimeList, the world's most active online anime and manga community and database.",Light Novel,,"Sugahara Ryuu,Morimoto Aki","Romance,Supernatural",1.0,Finished,,,58145,0,2006.0,,https://cdn.myanimelist.net/images/manga/3/152807.jpg
87753,Junketsu no Hanayome to Itsuwari no Aijou: Ochita Ouji to Shinku no Wana,,"Looking for information on the light novel Junketsu no Hanayome to Itsuwari no Aijou: Ochita Ouji to Shinku no Wana? Find out more with MyAnimeList, the world's most active online anime and manga community and database.",Light Novel,,"Sugahara Ryuu,Ikedo Yuuko",Romance,1.0,Finished,,,59439,0,2013.0,,https://cdn.myanimelist.net/images/manga/2/152806.jpg
93019,Soukai Genyuuden,,"Looking for information on the light novel Soukai Genyuuden? Find out more with MyAnimeList, the world's most active online anime and manga community and database.",Light Novel,,"Kumano Yuzuko,Kimura Chise","Fantasy,Romance",,Publishing,,,64373,0,2011.0,,https://cdn.myanimelist.net/images/manga/3/171860.jpg
87752,Mikohime wa Ryuu ni Oboreru: Himesareta Koutei wa Hana wo Idaku,,"Looking for information on the light novel Mikohime wa Ryuu ni Oboreru: Himesareta Koutei wa Hana wo Idaku? Find out more with MyAnimeList, the world's most active online anime and manga community and database.",Light Novel,,"Sugahara Ryuu,chi-co",Romance,1.0,Finished,,,63191,0,2014.0,,https://cdn.myanimelist.net/images/manga/1/152805.jpg
87751,Toraware no Hitozuma to Gouin na Kishi,,"Looking for information on the light novel Toraware no Hitozuma to Gouin na Kishi? Find out more with MyAnimeList, the world's most active online anime and manga community and database.",Light Novel,9.0,"Sugahara Ryuu,Kizaki Akari",Romance,1.0,Finished,,,60654,0,2014.0,,https://cdn.myanimelist.net/images/manga/3/152804.jpg
93018,Love x Love Whistle,,"Looking for information on the light novel Love x Love Whistle? Find out more with MyAnimeList, the world's most active online anime and manga community and database.",Light Novel,6.0,"Ishikura Lisa,Riraru","Romance,School",1.0,Finished,,,59496,0,2015.0,,https://cdn.myanimelist.net/images/manga/3/171784.jpg
87750,Miyabi na Tsuyakoi: Mikado no Kyuukon,,"Looking for information on the light novel Miyabi na Tsuyakoi: Mikado no Kyuukon? Find out more with MyAnimeList, the world's most active online anime and manga community and database.",Light Novel,,"Sugahara Ryuu,Tachibana Kaoru",Romance,1.0,Finished,,,63190,0,2014.0,,https://cdn.myanimelist.net/images/manga/3/152803.jpg
87749,Gekka Mitsugi: Kokuou no Chouai wa Maihime no Shita ni,,"Looking for information on the light novel Gekka Mitsugi: Kokuou no Chouai wa Maihime no Shita ni? Find out more with MyAnimeList, the world's most active online anime and manga community and database.",Light Novel,8.0,"Sugahara Ryuu,Serina Rise",Romance,1.0,Finished,,,61947,0,2014.0,,https://cdn.myanimelist.net/images/manga/1/152802.jpg
93017,Gekou Fukanou,Cannot leave school.,"Class 2-4 was assigned to prepare for the school culture festival inside the old schoolhouse, known for being a difficult place to prepare in. But suddenly, strange monsters appear and attack the students! They try to run away in a panic, but the way out is locked shut! Inside, one of the students finds an old journal. And that journal happens to be the journal of the ""Great Count"" that can grant any wish―!?",Light Novel,16.0,"Misaki,Karu","Mystery,School",2.0,Finished,,,58638,0,2015.0,2015.0,https://cdn.myanimelist.net/images/manga/1/171783.jpg
87748,Usagi no Yome wo Moraimashite,,"Looking for information on the light novel Usagi no Yome wo Moraimashite? Find out more with MyAnimeList, the world's most active online anime and manga community and database.",Light Novel,,"Sugahara Ryuu,Haruna Yuu",Romance,1.0,Finished,,,63933,0,2015.0,,https://cdn.myanimelist.net/images/manga/1/152801.jpg
87747,Kamen Hakushaku to Dansou no Otome,,"Looking for information on the light novel Kamen Hakushaku to Dansou no Otome? Find out more with MyAnimeList, the world's most active online anime and manga community and database.",Light Novel,,"Sugahara Ryuu,Haruna Yuu",Romance,1.0,Finished,,,58570,0,2014.0,,https://cdn.myanimelist.net/images/manga/2/152794.jpg
